variable1,variable2,correlation_value
percent_insufficient_sleep,percentile_rank_minorities,0.303144007
violent_crime_rate,income_ratio,0.303054059
income_ratio,violent_crime_rate,0.303054059
percent_insufficient_sleep,percent_long_commute_drives_alone,0.302140832
percent_long_commute_drives_alone,percent_insufficient_sleep,0.302140832
num_housing_units,percent_severe_housing_cost_burden,0.301971324
percent_severe_housing_cost_burden,num_housing_units,0.301971324
percentile_rank_minority_status_and_language_theme,num_associations,0.301804254
num_associations,percentile_rank_minority_status_and_language_theme,0.301804254
percent_severe_housing_cost_burden,num_associations,0.301180777
num_associations,percent_severe_housing_cost_burden,0.301180777
per_capita_income,population_density_per_sqmi,0.300427195
population_density_per_sqmi,per_capita_income,0.300427195
percentile_rank_limited_english_abilities,percent_multi_unit_housing,0.300118794
percent_multi_unit_housing,percentile_rank_limited_english_abilities,0.300118794
percentile_rank_no_highschool_diploma,percent_not_proficient_in_english,0.300019901
percent_not_proficient_in_english,percentile_rank_no_highschool_diploma,0.300019901
percentile_rank_unemployed,social_association_rate,-0.300280984
social_association_rate,percentile_rank_unemployed,-0.300280984
percentile_rank_mobile_homes,num_housing_units,-0.300368991
num_housing_units,percentile_rank_mobile_homes,-0.300368991
overcrowding,percent_some_college,-0.300734673
percent_some_college,overcrowding,-0.300734673
num_households_CDC,percent_homeowners,-0.300955584
percent_homeowners,num_households_CDC,-0.300955584
percentile_rank_limited_english_abilities,percent_homeowners,-0.301387691
percent_homeowners,percentile_rank_limited_english_abilities,-0.301387691
percentile_rank_disabled,percentile_rank_age_17_and_younger,-0.301538164
percentile_rank_age_17_and_younger,percentile_rank_disabled,-0.301538164
percent_overcrowding,percent_some_college,-0.301586391
percent_some_college,percent_overcrowding,-0.301586391
percentile_rank_disabled,num_associations,-0.301660951
num_associations,percentile_rank_disabled,-0.301660951
median_household_income,percent_uninsured,-0.302076466
percent_uninsured,median_household_income,-0.302076466
percent_single_parent_households_CDC,twentieth_percentile_income,-0.302205768
twentieth_percentile_income,percent_single_parent_households_CDC,-0.302205768
percentile_rank_overcrowding,percent_some_college,-0.30223318
percent_some_college,percentile_rank_overcrowding,-0.30223318
percent_disabled,percent_less_than_18_years_of_age,-0.302533145
percent_less_than_18_years_of_age,percent_disabled,-0.302533145
percent_age_17_and_younger,percent_non_hispanic_white,-0.302588012
percent_non_hispanic_white,percent_age_17_and_younger,-0.302588012
percentile_rank_age_65_and_older,percent_severe_housing_problems,-0.30328776
percent_severe_housing_problems,percentile_rank_age_65_and_older,-0.30328776
percent_severe_housing_cost_burden,twentieth_percentile_income,-0.303353673
twentieth_percentile_income,percent_severe_housing_cost_burden,-0.303353673
percentile_rank_social_vulnerability,high_school_graduation_rate,-0.305224923
high_school_graduation_rate,percentile_rank_social_vulnerability,-0.305224923
percentile_rank_no_vehicle,percent_non_hispanic_white,-0.305497775
percent_non_hispanic_white,percentile_rank_no_vehicle,-0.305497775
percentile_rank_no_vehicle,percent_excessive_drinking,-0.305693473
percent_excessive_drinking,percentile_rank_no_vehicle,-0.305693473
percent_insufficient_sleep,social_association_rate,-0.305888489
social_association_rate,percent_insufficient_sleep,-0.305888489
percent_multi_unit_housing,teen_birth_rate,-0.306204548
teen_birth_rate,percent_multi_unit_housing,-0.306204548
percentile_rank_no_vehicle,percent_some_college,-0.307470949
percent_some_college,percentile_rank_no_vehicle,-0.307470949
percentile_rank_limited_english_abilities,percentile_rank_disabled,-0.307493469
percentile_rank_disabled,percentile_rank_limited_english_abilities,-0.307493469
percentile_rank_overcrowding,social_association_rate,-0.307502032
social_association_rate,percentile_rank_overcrowding,-0.307502032
violent_crime_rate,high_school_graduation_rate,-0.307534553
high_school_graduation_rate,violent_crime_rate,-0.307534553
percentile_rank_per_capita_income,average_traffic_volume_per_meter_of_major_roadways,-0.307608146
average_traffic_volume_per_meter_of_major_roadways,percentile_rank_per_capita_income,-0.307608146
percentile_rank_housing_and_transportation,percent_some_college,-0.308075411
percent_some_college,percentile_rank_housing_and_transportation,-0.308075411
percent_drive_alone_to_work,population_density_per_sqmi,-0.308317337
population_density_per_sqmi,percent_drive_alone_to_work,-0.308317337
percent_disabled,percent_age_17_and_younger,-0.308338829
percent_age_17_and_younger,percent_disabled,-0.308338829
percentile_rank_mobile_homes,labor_force,-0.308548865
labor_force,percentile_rank_mobile_homes,-0.308548865
percent_mobile_homes,num_associations,-0.308548948
num_associations,percent_mobile_homes,-0.308548948
percentile_rank_mobile_homes,num_households_CDC,-0.308933314
num_households_CDC,percentile_rank_mobile_homes,-0.308933314
percentile_rank_single_parent_households,percent_rural,-0.309259837
percent_rural,percentile_rank_single_parent_households,-0.309259837
percentile_rank_socioeconomic_theme,percent_multi_unit_housing,-0.30994786
percent_multi_unit_housing,percentile_rank_socioeconomic_theme,-0.30994786
percentile_rank_disabled,percent_less_than_18_years_of_age,-0.310471108
percent_less_than_18_years_of_age,percentile_rank_disabled,-0.310471108
percentile_rank_mobile_homes,average_grade_performance,-0.31067627
average_grade_performance,percentile_rank_mobile_homes,-0.31067627
percentile_rank_per_capita_income,percent_asian,-0.312821812
percent_asian,percentile_rank_per_capita_income,-0.312821812
percent_65_and_over,eightieth_percentile_income,-0.313112189
eightieth_percentile_income,percent_65_and_over,-0.313112189
percentile_rank_disabled,percent_age_17_and_younger,-0.313166303
percent_age_17_and_younger,percentile_rank_disabled,-0.313166303
percent_rural,percent_severe_housing_problems,-0.313358322
percent_severe_housing_problems,percent_rural,-0.313358322
percentile_rank_disabled,average_traffic_volume_per_meter_of_major_roadways,-0.313362226
average_traffic_volume_per_meter_of_major_roadways,percentile_rank_disabled,-0.313362226
percent_severe_housing_problems,social_association_rate,-0.313634925
social_association_rate,percent_severe_housing_problems,-0.313634925
percentile_rank_overcrowding,average_grade_performance,-0.31510749
average_grade_performance,percentile_rank_overcrowding,-0.31510749
percentile_rank_single_parent_households,per_capita_income,-0.315625894
per_capita_income,percentile_rank_single_parent_households,-0.315625894
percentile_rank_age_65_and_older,percent_asian,-0.316145886
percent_asian,percentile_rank_age_65_and_older,-0.316145886
percent_age_65_and_older,overcrowding,-0.316217609
overcrowding,percent_age_65_and_older,-0.316217609
percentile_rank_limited_english_abilities,percent_disabled,-0.316344899
percent_disabled,percentile_rank_limited_english_abilities,-0.316344899
percentile_rank_multi_unit_housing,percent_65_and_over,-0.316730685
percent_65_and_over,percentile_rank_multi_unit_housing,-0.316730685
percent_multi_unit_housing,percent_adults_with_obesity,-0.31719038
percent_adults_with_obesity,percent_multi_unit_housing,-0.31719038
percent_overcrowding,percent_age_65_and_older,-0.317453881
percent_age_65_and_older,percent_overcrowding,-0.317453881
percentile_rank_multi_unit_housing,percent_enrolled_in_free_or_reduced_lunch,-0.317994979
percent_enrolled_in_free_or_reduced_lunch,percentile_rank_multi_unit_housing,-0.317994979
percentile_rank_institutionalized_in_group_quarters,percentile_rank_age_17_and_younger,-0.318225316
percentile_rank_age_17_and_younger,percentile_rank_institutionalized_in_group_quarters,-0.318225316
percentile_rank_per_capita_income,num_associations,-0.318452362
num_associations,percentile_rank_per_capita_income,-0.318452362
percentile_rank_overcrowding,percent_age_65_and_older,-0.318787873
percent_age_65_and_older,percentile_rank_overcrowding,-0.318787873
percent_rural,twentieth_percentile_income,-0.318815757
twentieth_percentile_income,percent_rural,-0.318815757
percentile_rank_multi_unit_housing,percent_age_65_and_older,-0.319489056
percent_age_65_and_older,percentile_rank_multi_unit_housing,-0.319489056
percent_insufficient_sleep,eightieth_percentile_income,-0.319670931
eightieth_percentile_income,percent_insufficient_sleep,-0.319670931
percentile_rank_housing_and_transportation,eightieth_percentile_income,-0.319854404
eightieth_percentile_income,percentile_rank_housing_and_transportation,-0.319854404
percent_severe_housing_problems,high_school_graduation_rate,-0.320565752
high_school_graduation_rate,percent_severe_housing_problems,-0.320565752
percentile_rank_limited_english_abilities,percent_age_65_and_older,-0.320661789
percent_age_65_and_older,percentile_rank_limited_english_abilities,-0.320661789
percent_rural,percent_severe_housing_cost_burden,-0.321866705
percent_severe_housing_cost_burden,percent_rural,-0.321866705
percent_age_65_and_older,eightieth_percentile_income,-0.323785395
eightieth_percentile_income,percent_age_65_and_older,-0.323785395
percent_non_hispanic_white,percent_frequent_physical_distress,-0.324151126
percent_frequent_physical_distress,percent_non_hispanic_white,-0.324151126
percentile_rank_limited_english_abilities,percent_smokers,-0.324470851
percent_smokers,percentile_rank_limited_english_abilities,-0.324470851
percentile_rank_multi_unit_housing,percent_frequent_mental_distress,-0.325427083
percent_frequent_mental_distress,percentile_rank_multi_unit_housing,-0.325427083
percentile_rank_multi_unit_housing,percent_long_commute_drives_alone,-0.326077027
percent_long_commute_drives_alone,percentile_rank_multi_unit_housing,-0.326077027
percent_excessive_drinking,percent_adults_with_obesity,-0.326227018
percent_adults_with_obesity,percent_excessive_drinking,-0.326227018
average_grade_performance,percent_uninsured,-0.328107995
percent_uninsured,average_grade_performance,-0.328107995
percent_multi_unit_housing,percent_adults_with_diabetes,-0.32855825
percent_adults_with_diabetes,percent_multi_unit_housing,-0.32855825
percent_asian,percent_physically_inactive,-0.328925057
percent_physically_inactive,percent_asian,-0.328925057
percent_black,high_school_graduation_rate,-0.329649544
high_school_graduation_rate,percent_black,-0.329649544
percentile_rank_institutionalized_in_group_quarters,percent_age_17_and_younger,-0.329893975
percent_age_17_and_younger,percentile_rank_institutionalized_in_group_quarters,-0.329893975
percent_multi_unit_housing,percent_65_and_over,-0.330275012
percent_65_and_over,percent_multi_unit_housing,-0.330275012
percentile_rank_age_65_and_older,overcrowding,-0.330473972
overcrowding,percentile_rank_age_65_and_older,-0.330473972
percent_uninsured,percent_excessive_drinking,-0.330486495
percent_excessive_drinking,percent_uninsured,-0.330486495
percentile_rank_minority_status_and_language_theme,average_grade_performance,-0.331153968
average_grade_performance,percentile_rank_minority_status_and_language_theme,-0.331153968
percentile_rank_multi_unit_housing,percent_frequent_physical_distress,-0.331636695
percent_frequent_physical_distress,percentile_rank_multi_unit_housing,-0.331636695
percentile_rank_age_65_and_older,percent_overcrowding,-0.331640942
percent_overcrowding,percentile_rank_age_65_and_older,-0.331640942
percent_asian,percent_homeowners,-0.332275022
percent_homeowners,percent_asian,-0.332275022
percentile_rank_multi_unit_housing,percent_fair_or_poor_health,-0.333022399
percent_fair_or_poor_health,percentile_rank_multi_unit_housing,-0.333022399
percent_homeowners,average_traffic_volume_per_meter_of_major_roadways,-0.3332496
average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,-0.3332496
percentile_rank_overcrowding,percent_65_and_over,-0.3334226
